t		Berechnungsdauer
0		0.819657
1		1.63158
2		2.69219
3		3.75665
4		4.82056
5		6.02809
6		7.56342
7		9.08298
8		10.4223
9		11.6902
10		12.9399
11		14.1035
12		15.1672
13		16.2276
14		17.2869
15		18.2086
16		19.0756
17		19.9424
18		20.8106
19		21.6787
20		22.547
21		23.4138
22		24.2804
23		25.1476
24		25.9689
25		26.7415
26		27.5137
27		28.2856
28		29.0578
29		29.8479
30		30.6204
31		31.3926
32		32.1666
33		32.9345
34		33.7443
35		34.802
36		35.8603
37		36.9214
38		38.1567
39		39.691
40		41.2195
41		42.5371
42		43.8492
43		45.1055
44		46.247
45		47.307
46		48.3658
47		49.422
48		50.4801
49		51.5974
50		52.661
51		53.707
52		54.5717
53		55.4389
54		56.3038
55		57.17
56		58.0361
57		58.902
58		59.7679
59		60.6338
60		61.5288
61		62.746
62		64.0563
63		65.3144
64		66.4256
65		67.4925
66		68.5668
67		69.6502
68		70.5164
69		71.3831
70		72.2488
71		73.1085
72		73.9721
73		74.8341
74		75.6973
75		76.5592
76		77.4214
77		78.578
78		79.8244
79		81.0738
80		82.2193
81		83.2795
82		84.3372
83		85.3958
84		86.2999
85		87.1644
86		88.0262
87		88.8881
88		89.7504
89		90.6125
90		91.4747
91		92.3412
92		93.2028
93		94.2562
94		95.508
95		96.7556
96		97.9509
97		99.0093
98		100.068
99		101.132
100		102.094
101		102.962
102		103.823
103		104.685
104		105.547
105		106.411
106		107.275
107		108.136
108		108.999
109		109.955
110		111.204
111		112.454
112		113.697
113		114.754
114		115.808
115		116.87
116		117.881
117		118.745
118		119.608
119		120.475
120		121.341
121		122.149
122		122.921
123		123.69
124		124.458
125		125.225
126		125.998
127		126.769
128		127.54
129		128.307
130		129.078
131		129.913
132		130.972
133		132.032
134		133.089
135		134.155
136		135.217
137		136.283
138		137.348
139		138.413
140		139.477
141		140.541
142		141.602
143		142.662
144		143.727
145		144.786
146		145.84
147		146.896
148		147.957
149		149.016
150		150.076
151		151.143
152		152.199
153		153.259
154		154.317
155		155.379
156		156.436
157		157.499
158		158.56
159		159.62
160		160.679
161		161.743
162		162.803
163		163.863
164		164.924
165		165.984
166		167.05
167		168.114
168		169.177
169		170.242
170		171.306
171		172.386
172		173.442
173		174.5
174		175.559
175		176.62
176		177.674
177		178.738
178		179.797
179		180.857
180		181.921
181		182.985
182		184.046
183		185.112
184		186.175
185		187.256
186		188.315
187		189.394
188		190.454
189		191.512
190		192.574
191		193.631
192		194.688
193		195.743
194		196.8
195		197.865
196		198.928
197		199.991
198		201.049
199		202.107
200		203.172
