t		Berechnungsdauer
0		0.0099661
1		0.0211598
2		0.0320249
3		0.0438025
4		0.0534401
5		0.0646292
6		0.0749026
7		0.0838899
8		0.0946211
9		0.109568
10		0.127749
11		0.138125
12		0.147514
13		0.158285
14		0.167851
15		0.176975
16		0.187413
17		0.19712
18		0.210243
19		0.22455
20		0.242775
21		0.251774
22		0.262738
23		0.273863
24		0.283006
25		0.295717
26		0.306186
27		0.318678
28		0.32823
29		0.339499
30		0.349025
31		0.360077
32		0.370834
33		0.386577
34		0.404896
35		0.415794
36		0.425632
37		0.435022
38		0.447261
39		0.458024
40		0.467623
41		0.477086
42		0.494823
43		0.511533
44		0.523006
45		0.533588
46		0.544713
47		0.553713
48		0.565269
49		0.576784
50		0.60245
51		0.625843
52		0.648724
53		0.672003
54		0.714335
55		0.748215
56		0.771023
57		0.794226
58		0.825661
59		0.86902
60		0.897425
61		0.921012
62		0.943834
63		0.986167
64		1.01521
65		1.04049
66		1.06343
67		1.08672
68		1.1253
69		1.16137
70		1.19012
71		1.21377
72		1.23706
73		1.27478
74		1.30678
75		1.33267
76		1.35577
77		1.37907
78		1.40212
79		1.44434
80		1.47661
81		1.49991
82		1.52296
83		1.54797
84		1.58637
85		1.62069
86		1.64521
87		1.66841
88		1.70751
89		1.74001
90		1.76313
91		1.78034
92		1.79229
93		1.80296
94		1.81291
95		1.8328
96		1.84475
97		1.85391
98		1.86273
99		1.87174
100		1.88795
101		1.89711
102		1.9064
103		1.91561
104		1.92475
105		1.93398
106		1.9431
107		1.95233
108		1.96148
109		1.97338
110		1.98922
111		2.00426
112		2.0133
113		2.02406
114		2.03321
115		2.04219
116		2.05112
117		2.06008
118		2.06896
119		2.07795
120		2.08683
121		2.1046
122		2.11734
123		2.12658
124		2.13567
125		2.14604
126		2.15525
127		2.16431
128		2.17318
129		2.18234
130		2.19152
131		2.2008
132		2.20968
133		2.21874
134		2.22762
135		2.24074
136		2.25874
137		2.26775
138		2.27731
139		2.28692
140		2.29645
141		2.30584
142		2.31507
143		2.32435
144		2.33355
145		2.34284
146		2.36099
147		2.37648
148		2.38549
149		2.39462
150		2.40529
151		2.4151
152		2.42402
153		2.433
154		2.44193
155		2.45096
156		2.46017
157		2.46945
158		2.47864
159		2.48793
160		2.5051
161		2.52038
162		2.53002
163		2.53936
164		2.54864
165		2.55843
166		2.56803
167		2.5777
168		2.58739
169		2.59672
170		2.60597
171		2.62391
172		2.63477
173		2.64434
174		2.65401
175		2.66604
176		2.67679
177		2.6869
178		2.69705
179		2.7117
180		2.72152
181		2.73144
182		2.74154
183		2.75148
184		2.77368
185		2.78391
186		2.79386
187		2.80386
188		2.81382
189		2.82381
190		2.83388
191		2.84414
192		2.85414
193		2.87094
194		2.88851
195		2.90219
196		2.91239
197		2.92263
198		2.93282
199		2.94309
200		2.95462
