t		Berechnungsdauer
0		0.302782
1		0.313325
2		0.328456
3		0.33869
4		0.349755
5		0.362432
6		0.372562
7		0.383417
8		0.394588
9		0.404807
10		0.415528
11		0.426807
12		0.43698
13		0.447563
14		0.459024
15		0.469141
16		0.480097
17		0.491972
18		0.502185
19		0.513073
20		0.524635
21		0.536176
22		0.547091
23		0.557809
24		0.568992
25		0.848749
26		0.858589
27		0.871167
28		0.882994
29		0.893681
30		0.905485
31		0.91858
32		0.930101
33		0.941034
34		0.951686
35		0.962987
36		0.973943
37		0.984081
38		0.995987
39		1.00789
40		1.01882
41		1.02928
42		1.04099
43		1.05198
44		1.06237
45		1.0741
46		1.08521
47		1.09703
48		1.10816
49		1.12024
50		1.39159
51		1.4046
52		1.41436
53		1.42417
54		1.43394
55		1.44372
56		1.45347
57		1.46326
58		1.473
59		1.48281
60		1.49252
61		1.50234
62		1.51206
63		1.52197
64		1.53171
65		1.54151
66		1.55124
67		1.56106
68		1.57078
69		1.5806
70		1.59033
71		1.60013
72		1.60987
73		1.61967
74		1.6294
75		1.90136
76		1.91115
77		1.92101
78		1.93074
79		1.94054
80		1.95027
81		1.96008
82		1.96981
83		1.97963
84		1.98934
85		2.00014
86		2.00988
87		2.01969
88		2.02942
89		2.03922
90		2.04895
91		2.05877
92		2.06851
93		2.07887
94		2.08858
95		2.09841
96		2.10814
97		2.11795
98		2.12768
99		2.13749
100		2.41279
101		2.42259
102		2.43236
103		2.44218
104		2.45192
105		2.46174
106		2.47149
107		2.48131
108		2.49105
109		2.50088
110		2.51063
111		2.52044
112		2.53019
113		2.54012
114		2.54986
115		2.55968
116		2.56941
117		2.57922
118		2.58897
119		2.59877
120		2.60853
121		2.61831
122		2.62808
123		2.63788
124		2.64766
125		2.9185
126		2.92869
127		2.93852
128		2.94829
129		2.95811
130		2.96785
131		2.97765
132		2.9874
133		2.99722
134		3.00698
135		3.01675
136		3.02655
137		3.03637
138		3.04662
139		3.05724
140		3.06785
141		3.07848
142		3.08914
143		3.09976
144		3.11035
145		3.121
146		3.13166
147		3.1423
148		3.15291
149		3.16357
150		3.46347
151		3.47395
152		3.48456
153		3.4952
154		3.50581
155		3.51649
156		3.5271
157		3.53774
158		3.54843
159		3.55909
160		3.56969
161		3.58035
162		3.591
163		3.60165
164		3.61225
165		3.62292
166		3.63357
167		3.64425
168		3.65486
169		3.66553
170		3.67617
171		3.6868
172		3.69742
173		3.70811
174		3.71871
175		4.02311
176		4.03396
177		4.04472
178		4.0554
179		4.06606
180		4.07671
181		4.08741
182		4.0981
183		4.10877
184		4.11943
185		4.13013
186		4.14078
187		4.15146
188		4.16214
189		4.17281
190		4.18344
191		4.19416
192		4.20484
193		4.21548
194		4.22614
195		4.23685
196		4.24747
197		4.25815
198		4.26882
199		4.27949
200		4.58367
201		4.59434
202		4.6051
203		4.61582
204		4.62646
205		4.63714
206		4.64781
207		4.65849
208		4.66925
209		4.67994
210		4.69061
211		4.70128
212		4.71193
213		4.72263
214		4.73329
215		4.74396
216		4.75464
217		4.76532
218		4.77597
219		4.78668
220		4.79734
221		4.808
222		4.81867
223		4.82938
224		4.84004
225		5.14101
226		5.15231
227		5.16295
228		5.17366
229		5.18434
230		5.19497
231		5.2056
232		5.21624
233		5.22691
234		5.23752
235		5.24816
236		5.2588
237		5.26946
238		5.28009
239		5.29096
240		5.30161
241		5.31225
242		5.32285
243		5.33351
244		5.34417
245		5.35479
246		5.36541
247		5.3761
248		5.38672
249		5.39735
250		5.69703
251		5.70755
252		5.71819
253		5.72882
254		5.73943
255		5.75011
256		5.76075
257		5.77139
258		5.78204
259		5.79271
260		5.80333
261		5.81397
262		5.8246
263		5.83527
264		5.84588
265		5.85652
266		5.86717
267		5.87785
268		5.88846
269		5.89909
270		5.90974
271		5.92038
272		5.93097
273		5.94165
274		5.95229
275		6.25669
