t		Berechnungsdauer
0		0.057925
1		0.0920551
2		0.139132
3		0.171818
4		0.204928
5		0.236952
6		0.291804
7		0.324901
8		0.357324
9		0.387999
10		0.430701
11		0.460861
12		0.492014
13		0.522035
14		0.56695
15		0.596985
16		0.627037
17		0.657097
18		0.702699
19		0.732801
20		0.762845
21		0.7929
22		0.834693
23		0.865027
24		0.895019
25		0.926914
26		0.954253
27		0.981595
28		1.02116
29		1.04852
30		1.07584
31		1.10323
32		1.14263
33		1.17047
34		1.19782
35		1.22519
36		1.26422
37		1.29395
38		1.32131
39		1.34876
40		1.38611
41		1.41459
42		1.44182
43		1.4692
44		1.50784
45		1.53531
46		1.56274
47		1.59132
48		1.63052
49		1.65788
50		1.68931
51		1.7168
52		1.7441
53		1.78067
54		1.80834
55		1.83572
56		1.86303
57		1.89849
58		1.9299
59		1.95727
60		1.98456
61		2.02049
62		2.04814
63		2.07545
64		2.10272
65		2.13998
66		2.16772
67		2.19507
68		2.22237
69		2.2604
70		2.28824
71		2.31592
72		2.3435
73		2.37843
74		2.4086
75		2.43967
76		2.46695
77		2.4943
78		2.53509
79		2.56259
80		2.58987
81		2.61727
82		2.65149
83		2.6836
84		2.7109
85		2.73828
86		2.77443
87		2.80263
88		2.82997
89		2.85734
90		2.89392
91		2.92666
92		2.95466
93		2.98483
94		3.02924
95		3.05938
96		3.08942
97		3.11959
98		3.16053
99		3.19249
100		3.22655
101		3.25663
102		3.28668
103		3.33167
104		3.36174
105		3.39187
106		3.42194
107		3.46173
108		3.49224
109		3.52236
110		3.55247
111		3.59499
112		3.6254
113		3.65576
114		3.68609
115		3.72909
116		3.75914
117		3.78932
118		3.81942
119		3.86328
120		3.89337
121		3.92353
122		3.95361
123		3.99555
124		4.0256
125		4.06014
126		4.09025
127		4.12037
128		4.16466
129		4.19472
130		4.22483
131		4.25497
132		4.29809
133		4.32815
134		4.35823
135		4.38835
136		4.42867
137		4.46207
138		4.49209
139		4.52221
140		4.56521
141		4.59561
142		4.62595
143		4.65635
144		4.70054
145		4.7307
146		4.76074
147		4.79086
148		4.83462
149		4.86491
150		4.90138
151		4.93153
152		4.96154
153		5.00879
154		5.03882
155		5.06887
156		5.09892
157		5.14337
158		5.17329
159		5.2034
160		5.23346
161		5.27657
162		5.30659
163		5.33669
164		5.36673
165		5.41055
166		5.44054
167		5.47067
168		5.50067
169		5.54575
170		5.57578
171		5.60583
172		5.63592
173		5.68033
174		5.71169
175		5.74682
176		5.77687
177		5.80699
178		5.85452
179		5.88477
180		5.91476
181		5.94491
182		5.98654
183		6.01663
184		6.0467
185		6.07683
186		6.12023
187		6.15028
188		6.1804
189		6.21051
190		6.25212
191		6.28215
192		6.31221
193		6.34233
194		6.38365
195		6.41376
196		6.44383
197		6.47393
198		6.51508
199		6.54517
200		6.58077
201		6.61088
202		6.64093
203		6.68222
204		6.71223
205		6.74237
206		6.77243
207		6.82217
208		6.86455
209		6.90707
210		6.96499
211		7.0077
212		7.05061
213		7.11119
214		7.15376
215		7.1969
216		7.25492
217		7.29983
218		7.34245
219		7.40796
220		7.45053
221		7.49302
222		7.55486
223		7.59786
224		7.64044
225		7.68312
226		7.72546
227		7.78638
228		7.82873
229		7.87118
230		7.93496
231		7.97773
232		8.02018
233		8.08406
234		8.12652
235		8.1691
236		8.2266
237		8.26974
238		8.31212
239		8.36802
240		8.41539
241		8.45801
242		8.52265
243		8.56558
244		8.60844
245		8.66903
246		8.71155
247		8.75429
248		8.81249
249		8.85833
250		8.89514
251		8.9314
252		8.97788
253		9.02283
254		9.05893
255		9.10862
256		9.14675
257		9.1829
258		9.23081
259		9.26799
260		9.30406
261		9.3525
262		9.39052
263		9.42664
264		9.47834
265		9.51441
266		9.55059
267		9.59952
268		9.63711
269		9.67338
270		9.72046
271		9.76011
272		9.79621
273		9.84657
274		9.89039
275		9.92955
276		9.96579
277		10.0123
278		10.0534
279		10.0896
280		10.1256
281		10.1753
282		10.2115
283		10.2478
284		10.2967
285		10.3372
286		10.3738
287		10.4241
288		10.4645
289		10.5013
290		10.5536
291		10.59
292		10.6263
293		10.6734
294		10.7198
295		10.7564
296		10.8091
297		10.8456
298		10.8819
299		10.9337
300		10.9724
301		11.0086
302		11.0574
303		11.095
304		11.1312
305		11.179
306		11.219
307		11.2554
308		11.303
309		11.3436
310		11.3798
311		11.429
312		11.4683
313		11.5053
314		11.5497
315		11.5939
316		11.63
317		11.6806
318		11.7224
319		11.7586
320		11.8108
321		11.8479
322		11.8844
323		11.9333
324		11.974
325		12.0117
326		12.0479
327		12.0982
328		12.1354
329		12.1716
330		12.2276
331		12.2637
332		12.2998
333		12.3521
334		12.3907
335		12.4269
336		12.4833
337		12.5194
338		12.5557
339		12.6009
340		12.6444
341		12.6806
342		12.7279
343		12.7681
344		12.8042
345		12.8527
346		12.8934
347		12.9297
348		12.9768
349		13.0212
350		13.0537
351		13.0838
352		13.1138
353		13.1567
354		13.1868
355		13.2169
356		13.2469
357		13.2894
358		13.3195
359		13.3497
360		13.3798
361		13.4207
362		13.451
363		13.4812
364		13.5113
365		13.553
366		13.583
367		13.6131
368		13.6431
369		13.6841
370		13.7143
371		13.7444
372		13.7744
373		13.8149
374		13.8452
375		13.8776
376		13.9076
377		13.9377
378		13.9804
379		14.0104
380		14.0404
381		14.0705
382		14.1139
383		14.144
384		14.174
385		14.2041
386		14.2483
387		14.2783
388		14.3083
389		14.3384
390		14.3826
391		14.4127
392		14.4427
393		14.4729
394		14.511
395		14.5476
396		14.5776
397		14.6077
398		14.6514
399		14.6815
400		14.7155
401		14.7458
402		14.776
403		14.8189
404		14.849
405		14.8792
406		14.9093
407		14.9518
408		14.982
409		15.0124
410		15.0425
411		15.0838
412		15.114
413		15.1442
414		15.1742
415		15.2152
416		15.2455
417		15.2756
418		15.3057
419		15.3498
420		15.3802
421		15.4108
422		15.4408
423		15.4849
424		15.5158
425		15.5496
426		15.5797
427		15.6098
428		15.6548
429		15.6849
430		15.7153
431		15.7455
432		15.7839
433		15.8169
434		15.847
435		15.8772
436		15.9193
437		15.9494
438		15.9796
439		16.0098
440		16.0525
441		16.0828
442		16.1129
443		16.1431
444		16.1858
445		16.216
