t		Berechnungsdauer
0		0.0374554
1		0.043378
2		0.0517682
3		0.060475
4		0.0705758
5		0.0801409
6		0.0891243
7		0.0989265
8		0.108747
9		0.118881
10		0.128744
11		0.138589
12		0.148797
13		0.163213
14		0.171772
15		0.183736
16		0.196617
17		0.205813
18		0.213836
19		0.230951
20		0.239655
21		0.250437
22		0.260422
23		0.269265
24		0.277802
25		0.28648
26		0.297282
27		0.307442
28		0.31899
29		0.327622
30		0.340632
31		0.350855
32		0.36074
33		0.366929
34		0.376944
35		0.386257
36		0.399933
37		0.40828
38		0.418948
39		0.428144
40		0.436237
41		0.445725
42		0.455058
43		0.464511
44		0.473894
45		0.483289
46		0.492586
47		0.500731
48		0.51009
49		0.519478
50		0.531963
51		0.541331
52		0.551936
53		0.558414
54		0.568431
55		0.577868
56		0.583833
57		0.591692
58		0.596812
59		0.601775
60		0.606489
61		0.610995
62		0.61538
63		0.62021
64		0.624651
65		0.629291
66		0.633805
67		0.638489
68		0.642906
69		0.647375
70		0.652757
71		0.657201
72		0.66155
73		0.666076
74		0.670416
75		0.685228
76		0.695053
77		0.706474
78		0.718707
79		0.730261
80		0.740408
81		0.746522
82		0.750886
83		0.755488
84		0.760053
85		0.764542
86		0.768887
87		0.773961
88		0.778555
89		0.783066
90		0.787483
91		0.792045
92		0.796409
93		0.800861
94		0.805254
95		0.809866
96		0.814225
97		0.823927
98		0.828866
99		0.833278
100		0.843287
101		0.854789
102		0.863324
103		0.876395
104		0.886487
105		0.898083
106		0.907929
107		0.917723
108		0.926001
109		0.934573
110		0.944017
111		0.952095
112		0.956542
113		0.960997
114		0.965534
115		0.970147
116		0.975517
117		0.98004
118		0.984761
119		0.989273
120		0.993604
121		0.99813
122		1.00258
123		1.00697
124		1.01129
125		1.02496
126		1.03586
127		1.04128
128		1.05082
129		1.06793
130		1.07826
131		1.08635
132		1.09611
133		1.10493
134		1.11287
135		1.12098
136		1.12994
137		1.13487
138		1.14019
139		1.14485
140		1.14936
141		1.15387
142		1.15858
143		1.16421
144		1.16902
145		1.17352
146		1.17792
147		1.18251
148		1.18688
149		1.19135
150		1.20242
151		1.22085
152		1.23597
153		1.24467
