t		Berechnungsdauer
0		0.491618
1		0.50214
2		0.510737
3		0.522483
4		0.531111
5		0.544302
6		0.557453
7		0.568487
8		0.581854
9		0.599786
10		0.608152
11		0.618569
12		0.63347
13		0.643551
14		0.660135
15		0.672137
16		0.689145
17		0.69913
18		0.707067
19		0.717312
20		0.728897
21		0.739133
22		0.750446
23		0.763655
24		0.776084
25		1.1858
26		1.20144
27		1.21131
28		1.21998
29		1.22868
30		1.24836
31		1.25343
32		1.2617
33		1.27035
34		1.28027
35		1.29034
36		1.30025
37		1.30506
38		1.30982
39		1.31447
40		1.31927
41		1.32685
42		1.33121
43		1.33572
44		1.34018
45		1.34544
46		1.35055
47		1.35525
48		1.35973
49		1.3677
50		1.67656
51		1.68675
52		1.69945
53		1.71128
54		1.72125
55		1.73103
56		1.73913
57		1.74396
58		1.74832
59		1.75342
60		1.75786
61		1.7623
62		1.76673
63		1.77133
64		1.77565
65		1.78012
66		1.78455
67		1.78903
68		1.79338
69		1.7978
70		1.80221
71		1.80666
72		1.811
73		1.81539
74		1.81976
75		2.11843
76		2.1265
77		2.13652
78		2.1501
79		2.16512
80		2.17519
81		2.18671
82		2.19603
83		2.20505
84		2.21318
85		2.22108
86		2.22895
87		2.23347
88		2.23804
89		2.24244
90		2.24672
91		2.25119
92		2.2555
93		2.25992
94		2.26538
95		2.26975
96		2.27408
97		2.27855
98		2.28292
99		2.28731
100		2.59735
101		2.61093
102		2.61972
103		2.63072
104		2.64375
105		2.6538
106		2.65838
107		2.66297
108		2.67018
109		2.67472
110		2.67916
111		2.68435
112		2.68905
113		2.69355
114		2.69863
115		2.70314
116		2.70746
117		2.71198
118		2.71656
119		2.72107
120		2.7257
121		2.73024
122		2.7346
123		2.73907
124		2.74348
125		3.05192
126		3.06201
127		3.07206
128		3.09251
129		3.10288
130		3.11085
131		3.12117
132		3.12862
133		3.13829
134		3.14562
135		3.15499
136		3.16275
137		3.17043
138		3.17674
139		3.18115
140		3.18544
141		3.18994
142		3.19443
143		3.19884
144		3.20312
145		3.20772
146		3.21242
147		3.21702
148		3.22134
149		3.22574
150		3.52594
151		3.53448
152		3.54334
153		3.5502
154		3.5699
155		3.58057
156		3.58504
157		3.58964
158		3.59554
159		3.60011
160		3.60445
161		3.6096
162		3.61412
163		3.6186
164		3.62293
165		3.62818
166		3.63265
167		3.63709
168		3.64168
169		3.64611
170		3.65049
171		3.65495
172		3.65932
173		3.66384
174		3.66815
175		3.97414
176		3.9859
177		3.99751
178		4.01242
179		4.02098
180		4.02644
181		4.031
182		4.03557
183		4.0424
184		4.04688
185		4.05139
186		4.05608
187		4.0606
188		4.06495
189		4.07009
190		4.07459
191		4.07905
192		4.08346
193		4.08804
194		4.09239
