t		Berechnungsdauer
0		0.211677
1		0.212726
2		0.213381
3		0.213998
4		0.214578
5		0.21513
6		0.215687
7		0.216252
8		0.216779
9		0.217302
10		0.217815
11		0.218328
12		0.218833
13		0.219342
14		0.219881
15		0.220426
16		0.220924
17		0.223837
18		0.22769
19		0.228346
20		0.229044
21		0.231249
22		0.23508
23		0.239054
24		0.244401
25		0.335112
26		0.339212
27		0.340587
28		0.341396
29		0.342018
30		0.348594
31		0.349288
32		0.349906
33		0.350619
34		0.355695
35		0.359674
36		0.363581
37		0.36761
38		0.372654
39		0.375288
40		0.379088
41		0.383597
42		0.388686
43		0.39275
44		0.396593
45		0.400492
46		0.405454
47		0.409842
48		0.412433
49		0.415872
50		0.501388
51		0.502142
52		0.502781
53		0.503446
54		0.50403
55		0.504581
56		0.5052
57		0.505852
58		0.50641
59		0.511431
60		0.515348
61		0.519256
62		0.525293
63		0.529572
64		0.533335
65		0.535787
66		0.544246
67		0.547815
68		0.550369
69		0.554433
70		0.557861
71		0.561269
72		0.564684
73		0.568352
74		0.57173
75		0.650057
76		0.654673
77		0.658833
78		0.661877
79		0.666059
80		0.672886
81		0.673738
82		0.674474
83		0.675079
84		0.675662
85		0.676225
86		0.676766
87		0.677302
88		0.677872
89		0.6784
90		0.67891
91		0.679426
92		0.679928
93		0.680441
94		0.680946
95		0.681442
96		0.6837
97		0.68774
98		0.692953
99		0.697039
100		0.78084
101		0.781672
102		0.782369
103		0.785681
104		0.787048
105		0.788573
106		0.789274
107		0.799548
108		0.803564
109		0.806323
110		0.809994
111		0.814592
112		0.818265
113		0.821765
114		0.829206
115		0.830291
116		0.831304
117		0.832619
118		0.833725
119		0.834943
120		0.835771
121		0.8426
122		0.846452
123		0.850439
124		0.85453
125		0.946656
126		0.952311
127		0.956454
128		0.960537
129		0.962362
130		0.963088
131		0.963788
132		0.964388
133		0.964976
134		0.965561
135		0.966103
136		0.966696
137		0.967415
138		0.967956
139		0.968509
140		0.969014
141		0.969551
142		0.970049
143		0.973027
144		0.976471
145		0.980463
146		0.983741
147		0.986887
148		0.994376
149		0.997225
150		1.08112
151		1.08387
152		1.09485
153		1.09961
154		1.10358
155		1.10712
156		1.11104
157		1.11572
158		1.12041
159		1.12309
160		1.12592
161		1.1325
162		1.13366
163		1.1343
164		1.1349
165		1.13547
166		1.13602
167		1.13658
168		1.13716
169		1.13769
170		1.13824
171		1.13876
172		1.13927
173		1.1398
174		1.14033
175		1.28033
176		1.28112
177		1.28172
178		1.28229
179		1.28284
180		1.2834
181		1.28507
182		1.28561
183		1.28618
184		1.2867
185		1.28721
186		1.28775
187		1.28828
188		1.28878
189		1.28928
190		1.28978
191		1.29027
192		1.29086
193		1.29309
194		1.29697
195		1.30101
196		1.30935
197		1.31421
198		1.31701
199		1.32102
200		1.41581
201		1.41993
202		1.42838
203		1.43101
204		1.43461
205		1.43813
206		1.44166
207		1.44521
208		1.44872
209		1.45156
210		1.45534
211		1.45839
212		1.46423
213		1.46794
214		1.47189
215		1.47629
216		1.48041
217		1.48447
218		1.48831
219		1.49209
220		1.49684
221		1.49941
222		1.50318
223		1.50693
224		1.5107
225		1.59819
226		1.59897
227		1.59966
228		1.60037
229		1.60264
230		1.60601
231		1.60991
232		1.61413
233		1.61788
234		1.6218
235		1.62569
236		1.63724
237		1.64777
238		1.65165
239		1.65591
240		1.65985
241		1.66351
242		1.66939
243		1.67183
244		1.67525
245		1.67868
246		1.67962
247		1.6803
248		1.68084
249		1.68136
250		1.76757
251		1.77878
252		1.78525
253		1.78955
254		1.79186
255		1.80033
256		1.80301
257		1.80707
258		1.81616
259		1.8204
260		1.82451
261		1.82818
262		1.83217
263		1.83625
264		1.83702
265		1.83786
266		1.8392
267		1.83992
268		1.84055
269		1.84111
270		1.84169
271		1.84223
272		1.84276
273		1.84335
274		1.84388
275		1.93113
276		1.93542
277		1.93973
278		1.9476
279		1.95333
280		1.95728
281		1.96274
282		1.96618
283		1.9699
284		1.97456
285		1.97533
286		1.97598
287		1.97659
288		1.97897
289		1.9858
290		1.99253
291		1.99964
292		2.00278
293		2.00802
294		2.01049
295		2.0139
296		2.01728
297		2.02084
298		2.02435
299		2.02778
300		2.11254
301		2.11335
302		2.1185
303		2.12288
304		2.12688
305		2.13089
306		2.13516
307		2.13985
308		2.1407
309		2.14385
310		2.15078
311		2.15432
312		2.15828
313		2.16225
314		2.16895
315		2.17279
316		2.17657
317		2.18032
318		2.18432
319		2.18825
320		2.19203
321		2.19444
322		2.19817
323		2.20191
324		2.20565
325		2.2984
326		2.30069
327		2.30227
328		2.30306
329		2.3037
330		2.30433
331		2.3049
332		2.30546
333		2.306
334		2.30656
335		2.30709
336		2.30815
337		2.31167
338		2.31572
339		2.31986
340		2.32505
341		2.32926
342		2.33346
343		2.3407
344		2.34559
345		2.3515
346		2.35728
347		2.36111
348		2.36608
349		2.36968
350		2.45959
351		2.4607
352		2.46154
353		2.46739
354		2.46948
355		2.47213
356		2.47598
357		2.47994
358		2.48413
359		2.48861
360		2.49222
361		2.4965
362		2.49745
363		2.50693
364		2.5109
365		2.51542
366		2.51803
367		2.52142
368		2.52516
369		2.52852
370		2.53193
371		2.53538
372		2.53882
373		2.54255
374		2.54628
375		2.63473
376		2.63546
377		2.63609
378		2.63668
379		2.63728
380		2.63783
381		2.63836
382		2.63889
383		2.63942
384		2.63994
385		2.64045
386		2.6412
387		2.64677
388		2.64927
389		2.65275
390		2.65669
391		2.66105
392		2.66432
393		2.67034
394		2.67465
395		2.68035
396		2.68127
397		2.68193
398		2.68255
399		2.68317
400		2.77045
401		2.77489
402		2.78402
403		2.78763
404		2.79221
405		2.79535
406		2.79815
407		2.80161
408		2.80535
409		2.81008
410		2.81194
411		2.81485
412		2.82137
413		2.82215
414		2.82288
415		2.82655
416		2.83069
417		2.835
418		2.83892
419		2.84167
420		2.84527
421		2.84795
422		2.85133
423		2.85584
424		2.85917
425		2.96223
426		2.96795
427		2.97061
428		2.97424
429		2.97599
430		2.9768
431		2.98523
432		2.98916
433		2.99317
434		2.99761
435		3.00162
436		3.00564
437		3.00975
438		3.01261
439		3.01676
440		3.02219
441		3.02621
442		3.0288
443		3.0327
444		3.0365
445		3.04035
446		3.0457
447		3.04964
448		3.05588
449		3.06001
450		3.1486
451		3.15122
452		3.15188
453		3.15248
454		3.15304
455		3.15359
456		3.15415
457		3.16085
458		3.1615
459		3.16214
460		3.16272
461		3.16329
462		3.16383
463		3.16438
464		3.16491
465		3.16543
466		3.16595
467		3.16648
468		3.167
469		3.1675
470		3.16801
471		3.16851
472		3.16902
473		3.16961
474		3.17035
475		3.26317
476		3.26678
477		3.27146
478		3.27407
479		3.27622
480		3.27694
481		3.2776
482		3.27823
483		3.27881
484		3.27939
485		3.27996
486		3.2805
487		3.28103
488		3.28156
489		3.28234
490		3.28289
491		3.28341
492		3.28403
493		3.28457
494		3.28509
495		3.28564
496		3.28617
497		3.28668
498		3.28719
499		3.28769
500		3.37998
501		3.38407
502		3.38927
503		3.39208
504		3.39822
505		3.40157
506		3.40223
507		3.40281
508		3.40336
509		3.4039
510		3.40467
511		3.40524
512		3.4058
513		3.40633
514		3.40687
515		3.40739
516		3.4079
517		3.40842
518		3.41153
519		3.41389
520		3.41739
521		3.42096
522		3.42459
523		3.42803
524		3.43159
525		3.51698
526		3.51958
527		3.52402
528		3.52669
529		3.53568
530		3.54059
531		3.54459
532		3.54848
533		3.55105
534		3.55586
535		3.56177
536		3.56271
537		3.57022
538		3.57438
539		3.57847
540		3.58251
541		3.58447
542		3.58519
543		3.58636
544		3.58712
545		3.58777
546		3.58838
547		3.58895
548		3.58949
549		3.59003
550		3.69867
551		3.70265
552		3.70392
553		3.70458
554		3.70518
555		3.70575
556		3.70634
557		3.70693
558		3.70747
559		3.70799
560		3.70852
561		3.70912
562		3.70966
563		3.71176
564		3.71561
565		3.7199
566		3.72405
567		3.72805
568		3.73214
569		3.73329
570		3.74854
571		3.75272
572		3.76332
573		3.76826
574		3.77088
575		3.85831
576		3.86086
577		3.86871
578		3.87274
579		3.87675
580		3.88084
581		3.88496
582		3.88926
583		3.89442
584		3.90008
585		3.90386
586		3.9046
587		3.90706
588		3.91052
589		3.914
590		3.91759
591		3.92077
592		3.92157
593		3.92221
594		3.92282
595		3.92341
596		3.92396
597		3.92451
598		3.9252
599		3.92629
600		4.0128
601		4.0169
602		4.02263
603		4.02667
604		4.03064
605		4.03465
606		4.0388
607		4.04379
608		4.05167
609		4.05572
610		4.0602
611		4.0643
612		4.06687
613		4.07074
614		4.07351
615		4.07701
616		4.08088
617		4.08431
618		4.0878
619		4.09125
620		4.09471
621		4.09824
622		4.10172
623		4.10515
624		4.10572
625		4.20417
626		4.20767
627		4.20835
628		4.20901
629		4.20961
630		4.21017
631		4.21072
632		4.21257
633		4.2134
634		4.21568
635		4.22006
636		4.23088
637		4.23498
638		4.23894
639		4.24293
640		4.2477
641		4.25173
642		4.25552
643		4.25918
644		4.26105
645		4.26177
646		4.2624
647		4.26302
648		4.26359
649		4.26415
650		4.35164
651		4.35565
652		4.35961
653		4.3626
654		4.36881
655		4.37964
656		4.38412
657		4.38858
658		4.39205
659		4.39617
660		4.40004
661		4.4039
662		4.40468
663		4.40536
664		4.40597
665		4.40655
666		4.40712
667		4.4084
668		4.40912
669		4.40978
670		4.4104
671		4.41094
672		4.41153
673		4.4121
674		4.41263
675		4.50822
676		4.51036
677		4.51128
678		4.51202
679		4.51272
680		4.5134
681		4.51401
682		4.51471
683		4.5153
684		4.51589
685		4.51642
686		4.51695
687		4.51748
688		4.52026
689		4.52531
690		4.52876
691		4.5316
692		4.53236
693		4.53959
694		4.54324
695		4.54773
696		4.55155
697		4.5542
698		4.55824
699		4.5624
700		4.66754
701		4.67098
702		4.6748
703		4.67558
704		4.67624
705		4.67686
706		4.67746
707		4.67803
708		4.67912
709		4.68013
710		4.68078
711		4.68135
712		4.68189
713		4.68242
714		4.68296
715		4.68353
716		4.69046
717		4.69119
718		4.69185
719		4.69402
720		4.69761
721		4.70119
722		4.70604
723		4.70893
724		4.71342
725		4.80896
726		4.81279
727		4.82317
728		4.82591
729		4.83277
730		4.83657
731		4.8408
732		4.84335
733		4.84885
734		4.85774
735		4.86114
736		4.86448
737		4.86828
738		4.87225
739		4.87528
740		4.87774
741		4.88128
742		4.88462
743		4.88807
744		4.89151
745		4.89493
746		4.89855
747		4.9021
748		4.90555
749		4.90911
750		4.99964
751		5.00249
752		5.00568
753		5.00908
754		5.01255
755		5.01619
756		5.01982
757		5.02334
758		5.02696
759		5.02953
760		5.03807
761		5.03892
762		5.03958
763		5.04026
764		5.04086
765		5.04143
766		5.04203
767		5.04257
768		5.0431
769		5.04407
770		5.04465
771		5.04521
772		5.04574
773		5.04625
774		5.04675
775		5.14345
776		5.14739
777		5.15135
778		5.15498
779		5.15851
780		5.1636
781		5.16755
782		5.17259
783		5.17781
784		5.18222
785		5.1873
786		5.19131
787		5.19379
788		5.19766
789		5.20163
790		5.20395
791		5.20463
792		5.20522
793		5.20578
794		5.20632
795		5.207
796		5.20766
797		5.20822
798		5.20876
799		5.20932
800		5.30726
801		5.30798
802		5.30859
803		5.30917
804		5.30974
805		5.31029
806		5.31135
807		5.31199
808		5.31418
809		5.31847
810		5.32214
811		5.32469
812		5.32667
813		5.33345
814		5.33684
815		5.34033
816		5.34384
817		5.34809
818		5.35169
819		5.35516
820		5.35999
821		5.36319
822		5.36639
823		5.36987
824		5.37335
825		5.46531
826		5.4666
827		5.47197
828		5.47263
829		5.47323
830		5.47388
831		5.47443
832		5.47496
833		5.47552
834		5.47608
835		5.47668
836		5.47722
837		5.47772
838		5.47827
839		5.47879
840		5.47929
841		5.47978
842		5.48028
843		5.48078
844		5.48132
845		5.4836
846		5.48825
847		5.4917
848		5.49538
849		5.49898
850		5.59774
851		5.60064
852		5.60328
853		5.61305
854		5.6138
855		5.61445
856		5.61503
857		5.61559
858		5.6162
859		5.61859
860		5.622
861		5.62549
862		5.62899
863		5.63268
864		5.63615
865		5.63962
866		5.64308
867		5.6537
868		5.65719
869		5.66077
870		5.66475
871		5.66869
872		5.6729
873		5.67714
874		5.67933
875		5.76977
876		5.77289
877		5.77685
878		5.78069
879		5.78475
880		5.78904
881		5.79701
882		5.8067
883		5.81103
884		5.81591
885		5.821
886		5.82447
887		5.82789
888		5.83276
889		5.83619
890		5.83973
891		5.84376
892		5.84718
893		5.85019
894		5.85362
895		5.85708
896		5.85983
897		5.8633
898		5.866
899		5.86945
900		5.95362
901		5.95446
902		5.95871
903		5.96267
904		5.96666
905		5.96805
906		5.97086
907		5.97435
908		5.97788
909		5.98075
910		5.98286
911		5.98366
912		5.9899
913		5.99405
914		5.99797
915		6.00188
916		6.0045
917		6.00702
918		6.00778
919		6.00843
920		6.00991
921		6.0152
922		6.0192
923		6.02357
924		6.02757
925		6.11896
926		6.12318
927		6.12728
928		6.13009
929		6.13502
930		6.13863
931		6.14254
932		6.14645
933		6.15044
934		6.15593
935		6.15905
936		6.16375
937		6.16765
938		6.17212
939		6.17621
940		6.18023
941		6.18415
942		6.18705
943		6.19175
944		6.19396
945		6.19856
946		6.20261
947		6.20669
948		6.21049
949		6.21437
950		6.32133
951		6.32545
952		6.32823
953		6.33144
954		6.33572
955		6.33979
956		6.34204
957		6.34551
958		6.34904
959		6.35326
960		6.35803
961		6.36072
962		6.36372
963		6.36747
964		6.37032
965		6.37363
966		6.37742
967		6.38125
968		6.38434
969		6.38697
970		6.3907
971		6.3945
972		6.39682
973		6.40004
974		6.40372
975		6.50347
976		6.50418
977		6.50483
978		6.50667
979		6.50733
980		6.51424
981		6.51869
982		6.52281
983		6.5269
984		6.53085
985		6.53482
986		6.53889
987		6.54231
988		6.54501
989		6.54806
990		6.55206
991		6.5555
992		6.55707
993		6.55773
994		6.55835
995		6.55899
996		6.55956
997		6.56009
998		6.56065
999		6.56117
1000		6.65557
