t		Berechnungsdauer
0		0.0541211
1		0.0964233
2		0.144047
3		0.185349
4		0.227265
5		0.270983
6		0.312823
7		0.355083
8		0.39902
9		0.440941
10		0.482711
11		0.526572
12		0.568225
13		0.610019
14		0.653788
15		0.696179
16		0.738045
17		0.782445
18		0.82423
19		0.866085
20		0.910554
21		0.952972
22		0.994651
23		1.03874
24		1.0854
25		1.13177
26		1.179
27		1.2213
28		1.26266
29		1.30589
30		1.34783
31		1.38972
32		1.43331
33		1.47528
34		1.51725
35		1.56096
36		1.60317
37		1.64539
38		1.68911
39		1.73129
40		1.77367
41		1.81722
42		1.85935
43		1.90125
44		1.94469
45		1.98681
46		2.02874
47		2.07256
48		2.11474
49		2.15677
50		2.20054
51		2.24258
52		2.28548
53		2.32894
54		2.37108
55		2.41269
56		2.45739
57		2.49902
58		2.54033
59		2.58438
60		2.62631
61		2.66795
62		2.71207
63		2.75379
64		2.79549
65		2.84913
66		2.89102
67		2.93283
68		2.97728
69		3.01919
70		3.06106
71		3.10563
72		3.14772
73		3.18974
74		3.23407
75		3.27573
76		3.31724
77		3.36309
78		3.40503
79		3.44709
80		3.49056
81		3.53246
82		3.57456
83		3.61805
84		3.65986
85		3.70193
86		3.75113
87		3.79342
88		3.83496
89		3.87808
90		3.91994
91		3.9616
92		4.00574
93		4.04737
94		4.08949
95		4.13216
96		4.1738
97		4.21596
98		4.25932
99		4.30153
100		4.34386
101		4.38734
102		4.43
103		4.47207
104		4.51829
105		4.56031
106		4.60242
107		4.65811
108		4.70031
109		4.74311
110		4.78802
111		4.83039
112		4.87253
113		4.91711
114		4.95917
115		5.0014
116		5.04552
117		5.08731
118		5.13316
119		5.17862
120		5.22023
121		5.26211
122		5.3069
123		5.34905
124		5.39051
125		5.43556
126		5.47758
127		5.51905
128		5.56073
129		5.60223
130		5.64409
131		5.68585
132		5.72781
133		5.80663
134		5.859
135		5.90343
136		5.94762
137		5.98997
138		6.03236
139		6.07736
140		6.11898
141		6.16092
142		6.2055
143		6.24752
144		6.28946
145		6.33416
146		6.37629
147		6.41826
148		6.46273
149		6.50529
150		6.55488
151		6.59892
152		6.64033
153		6.68141
154		6.72925
155		6.77134
156		6.81383
157		6.86037
158		6.90228
159		6.94466
160		6.98881
161		7.03055
162		7.07286
163		7.11668
164		7.15838
165		7.19987
166		7.24415
167		7.2864
168		7.32861
169		7.37322
170		7.4152
171		7.45724
172		7.50147
173		7.54396
174		7.5863
175		7.63008
176		7.67263
177		7.71519
178		7.7591
179		7.80155
180		7.85635
181		7.90167
182		7.95538
183		7.99773
184		8.04279
185		8.08907
186		8.16938
187		8.217
188		8.2592
189		8.30498
190		8.34764
191		8.38988
192		8.43337
193		8.47448
194		8.53926
195		8.58636
196		8.6278
197		8.67528
198		8.72479
199		8.7669
200		8.81191
